,PAROLES,Domaine,Langue
2506,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et il dit bon je ne veux pas de Renault Scénic je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis ça vient et puis c'est tout à fait accepté,1,no
2507,"Mais par exemple oui, pour acheter une voiture, tout le monde veut acheter une Renault Scenic et il dit eh bien, je ne veux pas de Renault Scenic ou je connais un moyen de rendre une autre voiture meilleure et moins chère et puis elle arrive et c'est très acceptable.",1,or
2508,"Mais par exemple oui, pour acheter une voiture, tout le monde veut acheter une Renault Scenic et il dit eh bien, je ne veux pas de Renault Scenic, est-ce que je connais un moyen d'avoir une voiture meilleure et moins chère et de revenir et ensuite l'accepter devient vraiment",1,ps
2509,"Mais par exemple, oui, pour acheter une voiture, tout le monde veut acheter une Renault Scenic, et il dit, eh bien, je ne veux pas de Renault Scenic, est-ce que je connais un moyen d'avoir une autre voiture meilleure et moins chère, et puis arrive, et puis c'est presque accepté",1,fa
2510,"mais par exemple oui, lorsqu'il s'agit d'acheter une voiture, tout le monde veut acheter une Renault Scénic, et il dit bien. Je ne veux pas de Renault Scénic. Est-ce que je connais un moyen d'avoir une autre voiture, meilleure et moins chère, et puis elle arrive et est presque acceptée",1,pl
2511,"mais par exemple oui, pour acheter une voiture tout le monde veut acheter une Renault Scénic et il dit bien, je ne veux pas de Renault Scénic, je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis elle arrive et puis c'est pratiquement accepté",1,pt
2512,"Mais par exemple, oui, pour acheter une voiture, tout le monde veut acheter une Renault Scenic et il dit que je ne veux pas de Renault Scenic, est-ce que je sais comment obtenir une autre voiture bonne et bon marché et puis elle arrive et puis c'est très Plus est accepté",1,pa
2513,"mais par exemple oui, pour acheter une voiture, tout le monde veut acheter une Renault Scénic et dit bon, je ne veux pas de Renault Scénic, je sais comment avoir une autre voiture meilleure et moins chère et puis elle arrive et puis c'est tout à fait accepté",1,ro
2514,"mais par exemple, oui, lorsqu'on achète une voiture, tout le monde veut acheter une Renault Scénic, et il dit : eh bien, je ne veux pas de Renault Scénic, est-ce que je sais comment obtenir une autre voiture meilleure et moins chère, et puis il apparaît , et puis c'est à peu près accepté",1,ru
2515,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et dit bien je ne veux pas de Renault Scénic je connais un moyen d'avoir une autre voiture meilleure et moins chère alors viens qui est alors pleinement accepté.,1,sm
2516,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault scénic et il dit bien je ne veux pas de Renault scénic est-ce que je connais un moyen de rendre une autre voiture meilleure et moins chère et puis elle arrive et puis c'est largement accepté,1,gd
2517,mais par exemple que pour acheter une voiture tout le monde veut acheter une Renault Scenic et il dit bien je ne veux pas de Renault Scenic est-ce que je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis elle arrive et puis c'est tout à fait accepté,1,sr
2518,"mais cet exemple d'achat de voiture tout le monde veut acheter une Renault Scénic et vous dites eh bien je ne veux pas de Renault Scénic, je sais comment avoir une autre voiture qui est meilleure et moins chère puis est arrivée et a été très bien accueillie.",1,st
2519,mais par exemple ouais quand on achète une voiture tout le monde veut acheter une Renault Scénic et puis ils disent bon je n'aime pas la Renault Scénic et je sais comment avoir une voiture meilleure et moins chère et puis elle arrive et est bien accueillie.,1,sn
2520,"Mais par exemple, oui, pour acheter une voiture, tout le monde veut acheter une Renault Scenic et il dit que je ne veux pas de Renault Scenic, est-ce que je connais une autre voiture qui est meilleure et moins chère et qui est disponible et qui est très acceptable.",1,sd
2521,Mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et il dit eh bien je ne veux pas de Renault Scénic est-ce que je connais un moyen de rendre une autre voiture meilleure et moins chère alors ça vient et puis c'est généralement accepté,1,si
2522,"mais par exemple, oui, pour acheter une voiture, tout le monde veut acheter une Renault Scénic et il dit bon, je ne veux pas de Renault Scénic, je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis ça vient et puis c'est fondamentalement accepté",1,sk
2523,mais par exemple oui pour acheter une voiture tout le monde veut acheter une renault scénica et il dit bon je ne veux pas de renault scénica ou je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis il vient et puis il est tout à fait accepté,1,sl
2524,"mais par exemple oui, lors de l'achat d'une voiture, tout le monde veut acheter une Renault Scénic, il a dit eh bien, il ne veut pas de Renault Scénic, est-ce que je connais un moyen d'obtenir une autre voiture meilleure et moins chère, puis elle vient et puis c'est assez accepté.",1,so
2525,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et il dit bon je ne veux pas de Renault Scénic je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis elle arrive et puis c'est tout à fait accepté,1,es
2526,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et il a dit bien je ne veux pas de Renault Scénic pourquoi est-ce que je connais un moyen d'avoir une voiture meilleure et moins chère alors viens alors c'est tout à fait acceptable.,1,su
2527,mais par exemple ouais quand on achète une voiture tout le monde veut acheter une Renault Scénic et ils disent bon je ne veux pas de Renault Scénic je sais comment avoir une autre voiture meilleure et moins chère et puis elle arrive et puis c'est très acceptable.,1,sw
2528,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et il dit oui je ne veux pas de Renault Scénic je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis ça vient et puis c'est tout à fait accepté,1,sv
2529,"mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et il dit je ne veux pas de Renault Scénic, est-ce que je connais une autre façon qu'une autre voiture est meilleure et moins chère et puis elle viendra et puis ce sera très accepté.",1,tg
2530,"Mais par exemple, oui, tout le monde veut acheter une voiture Renault Scenic, il dit que je ne veux pas de voiture Renault Scenic, est-ce que je connais un moyen d'obtenir une autre voiture meilleure et moins chère ?",1,ta
2531,"Mais par exemple, oui pour acheter une voiture, tout le monde veut acheter une Renault Scenic et il dit bien, je ne veux pas de Renault Scenic, je connais un moyen d'avoir une autre voiture qui est meilleure et moins chère, et puis ça vient et ça est très acceptable.",1,te
2532,"Mais par exemple, oui lors de l'achat d'une voiture, tout le monde veut acheter une Renault Scénic et ils disent que c'est bien. Je ne veux pas d'une Renault Scénic, n'est-ce pas ? Je sais comment obtenir une voiture meilleure et moins chère. Puis c’est arrivé et c’est devenu tout à fait acceptable.",1,th
2533,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et il dit je ne veux pas de Renault Scénic est-ce que je connais un moyen d'avoir une autre voiture qui est meilleure et moins chère et puis ça vient et puis c'est largement accepté,1,tr
2534,"mais, par exemple, pour acheter une voiture, tout le monde veut acheter une Renault Scénic, et il dit, bon, je ne veux pas de Renault Scénic, je connais un moyen d'acheter une autre voiture qui est meilleure et moins chère, et puis arrive, et puis c'est presque accepté ?",1,uk
2535,"Mais par exemple oui, pour acheter une voiture, tout le monde veut acheter une Renault Scénic et ils disent que je ne veux pas de Renault Scénic, est-ce que je connais une autre façon, une autre voiture est meilleure et moins chère et puis elle arrive et puis c'est largement accepté.",1,ur
2536,"Mais par exemple, parce que vous achetez une voiture, tout le monde veut acheter une Renault Scenic, et il dit bien, je ne veux pas de Renault Scenic, je sais qu'une autre voiture est meilleure et moins chère, et puis elle arrive, et puis elle est tout à fait accepté.",1,ug
2537,"mais, par exemple, oui, pour acheter une voiture, tout le monde veut acheter une Renault Scénic et il dit bien, je ne veux pas de Renault Scénic, est-ce que je connais un moyen de rendre une autre voiture meilleure et moins chère, alors il vient et alors il est presque accepté",1,uz
2538,"mais par exemple oui, pour acheter une voiture, tout le monde veut acheter une Renault Scénic et il dit ben je ne veux pas de Renault Scenic. Est-ce que je sais comment obtenir une autre voiture qui est meilleure et moins chère, puis elle arrive et ensuite elle est à peu près acceptée",1,vi
2539,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault scénic et il dit bon je ne veux pas de Renault scénic est-ce que je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis il arrive et puis c'est plus ou moins accepté,1,cy
2540,mais par exemple oui pour acheter une voiture tout le monde veut acheter une Renault Scénic et il dit bon je ne veux pas de Renault Scénic je sais comment avoir une autre voiture qui est meilleure et moins chère et puis elle est bien reçue.,1,xh
2541,Mais par exemple oui avant d'acheter une voiture tout le monde veut acheter une Renault Scénic et il dit ok je ne veux pas de Renault Scénic est-ce que je connais un moyen d'avoir une autre voiture meilleure et moins chère et puis ça vient et c'est accepté,1,yi
2542,mais par exemple oui pour acheter une voiture tout le monde veut acheter Renault Scénic et dit bon je ne veux pas de Renault Scénic est-ce que je connais le moyen d'avoir une autre voiture qui est meilleure et moins chère alors elle est arrivée alors c'est très acceptable.,1,yo
2543,mais par exemple oui lors de l'achat d'une voiture tout le monde veut acheter une Renault Scénic et ils disent bon je ne veux pas de Renault Scénic je sais comment avoir une autre voiture qui est meilleure et moins chère et elle arrive et est bien reçue,1,zu
2544,oui et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent se sentir responsables,9,af
2545,oui et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent se sentir responsables,9,sq
2546,"Oui, et je pense qu'il y a beaucoup de gens dans cette situation et beaucoup de citoyens qui veulent être responsables",9,am
2547,Oui je pense qu'il y a beaucoup de monde dans cette situation et euh beaucoup de citoyens veulent se sentir responsables,9,ar
2548,"oui, et je pense qu'il y a beaucoup de gens dans cette situation, et beaucoup de citoyens qui veulent se sentir responsables",9,hy
