,PAROLES,Dimension Dialogique,Langue
537,eh bien non parce que d'ici là nous trouverons un moyen soyons positifs et cela évitera de perdre comment dire qu'il y a plus d'espace assurez-vous de construire des bâtiments un peu hideux partout où vous faites des trucs sous-marins,2,be
538,"Eh bien non parce que d'ici là nous avons trouvé un moyen, soyons positifs et évitons de perdre comment dire qu'il y a plus d'espace forcément construire des bâtiments où l'on travaille sous l'eau est un peu ennuyeux.",2,bn
539,"ben non parce que d'ici là on trouvera un moyen, sois positif et comme ça on évitera de dépenser comment dire le fait qu'il y a plus d'espace construit forcément des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau",2,bs
540,ben non car d'ici là on aura trouvé un moyen soyons positifs et ça évitera de perdre comment dire le fait qu'il y a plus d'espace par tous les moyens construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,2,bg
541,ben non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça évitera de perdre le temps de dire le fait qu'il y a plus d'espace tu construis forcément des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau.,2,ca
542,ben non parce qu'on a trouvé un moyen alors on sera positif et ça évitera de gaspiller comment dire la vérité qu'il y a plus d'espace il faut construire des bâtiments assez dégoutants partout où on fait des choses sous l'eau,2,ceb
543,ben non car on aura trouvé un moyen d'ici là soyons sûrs et cela évitera des dégâts car on peut dire qu'il y a beaucoup d'endroits pour construire des maisons un peu sales partout où on fait des choses sous l'eau.,2,ny
544,"Ben non, parce que d'ici là on trouvera un moyen, restons positifs, qui évitera de gaspiller comment dire qu'avoir plus d'espace, c'est forcément construire des bâtiments, quoi qu'on fasse sous l'eau. Tout, c'est un peu dégueulasse",2,zh-cn
545,"Ben non, parce que d'ici là on trouvera un moyen, restons positifs, qui évitera de gaspiller comment dire qu'avoir plus d'espace, c'est forcément construire des bâtiments, quoi qu'on fasse sous l'eau. Tout, c'est un peu dégueulasse",2,zh-tw
546,ben non parce qu'il faut trouver un moyen depuis on est positif et ça évitera de perdre le comment dire le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout on fait des trucs sous l'eau,2,co
547,"ben non parce que d'ici là on trouvera un moyen, soyons positifs et comme ça on évitera de dépenser comment dire le fait qu'il y a plus d'espace il faut construire des bâtiments un peu dégoutants partout où on fait des trucs sous l'eau",2,hr
548,"ben non, parce que d'ici là on trouvera un moyen, soyons positifs et comme ça on évitera de gaspiller comment dire qu'il y a plus d'espace, on construit forcément des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau",2,cs
549,ben non parce qu'on aura trouvé un moyen avant alors soyons positifs et ça évitera de gaspiller comment dire il y a plus d'espace forcément construire des bâtiments un peu dégueulasse partout où tu fais des trucs sous l'eau,2,da
550,"ben non, parce que d'ici là on aura trouvé un moyen, soyons positifs et ça nous évitera de gaspiller la manière de le dire, le fait qu'il y ait plus d'espace, forcément construire des bâtiments un peu dégoutants partout où tu vas faire des trucs sous l'eau",2,nl
551,ben non parce qu'on aura trouvé un moyen d'ici là soyons positifs et ça évitera de gâcher comment dire le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,2,en
552,ben non parce qu'on aura trouvé un moyen alors soyons positifs et ça évitera de gâcher comment dire le fait qu'il y a plus d'espace forcément pour construire des bâtiments un peu dégoutants partout où se font des choses sous-marines.,2,eo
553,"eh bien non, parce que nous avons trouvé un moyen d'ici là, soyons positifs et cela évite le gaspillage de dire qu'il y a plus d'espace, construisez des bâtiments qui sont partout où vous faites des choses sous-marines.",2,et
554,"ben non parce qu'on trouvera un moyen à ce moment-là, soyons positifs et évitons de gaspiller comment dire la vérité qu'il y a plus d'espace il faut construire des bâtiments assez dégoutants partout où on fait des choses sous l'eau",2,tl
555,"eh bien non, parce qu'on a trouvé un moyen d'ici là, soyons positifs et évitons de gâcher le fait qu'il y a plus d'espace pour construire des bâtiments un peu odieux partout où l'on fait des trucs sous-marins",2,fi
556,ben non parce qu'on aura alors trouvé un moyen soyons positifs et ça évitera de gâcher le fait qu'il y ait plus d'espace forcément en construisant des bâtiments un peu dégueulasse partout où on fait des trucs sous l'eau,2,fy
557,ben non parce qu'on trouvera un moyen d'ici là soyons positifs et ça évitera de gaspiller comment dire le fait qu'il y a plus d'espace forcément en construisant des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau.,2,gl
558,"Bon, pas parce qu'on trouvera un moyen d'ici là, soyons positifs et cela évitera de dire faussement qu'il y a plus d'espace, veillez à construire des bâtiments un peu monstrueux partout où vous faites des trucs sous-marins",2,ka
559,"Eh bien non, car d’ici là, nous aurons trouvé un moyen. Soyons positifs et cela évitera de perdre du temps",2,de
560,ben non parce que d'ici là on aura trouvé un moyen soyons positifs et évitons de gaspiller comment dire qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,2,el
561,"Eh bien, pas parce que nous aurons trouvé un moyen d'ici là. Soyons positifs et comment savoir qu'il y a plus d'espace est nécessaire pour construire des bâtiments hideux partout où vous faites des choses sous l'eau.",2,gu
562,ben non parce qu'on trouvera un moyen alors sois positif et cela évitera de gaspiller comment dire le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,2,ht
563,alors non parce que nous trouverons un moyen avant cela pour être honnête et cela évitera le gaspillage de dire qu'il y a plus d'espace dont vous avez besoin pour construire des bâtiments un peu laids partout où vous faites des choses dans l'eau.,2,ha
564,"non, parce que nous avons un moyen à ce moment-là, réfléchissons et évitons de finir comment dire la vérité qu'il y a plus d'endroits pour construire des maisons afin de Un peu dégoûtant partout où l'on travaille sous l'eau.",2,haw
565,ben non parce qu'on a déjà trouvé un moyen d'ici là soyons positifs et ça évitera le gaspillage de comment dire le fait qu'il y a forcément plus d'espace pour construire des bâtiments un peu méchants partout où l'on fait des choses sous l'eau,2,iw
566,ben non parce qu'on a déjà trouvé un moyen d'ici là soyons positifs et ça évitera le gaspillage de comment dire le fait qu'il y a forcément plus d'espace pour construire des bâtiments un peu méchants partout où l'on fait des choses sous l'eau,2,he
567,"Eh bien non, parce que nous trouverons un moyen d'ici là, soyons positifs et évitons de gaspiller comment dire qu'il y a plus d'espace, construisons des bâtiments si nécessaire, faisons des petites choses dégoûtantes partout où vous pouvez avec de l'eau, faites les choses en dessous",2,hi
568,ben pas parce qu'il va falloir trouver un moyen à partir de là faisons-le bien et ne perdons pas de temps disons la vérité qu'il y a beaucoup d'endroits pour construire des maisons un peu sales partout où tu fais des choses sous l'eau,2,hmn
569,"eh bien non, parce que d'ici là, nous trouverons un moyen d'être positif et d'éviter de gâcher le fait qu'il y ait plus d'espace, en construisant forcément des bâtiments un peu hideux partout où vous faites des trucs sous-marins.",2,hu
570,ben non parce qu'on aura trouvé un moyen soyons positifs et ça évitera de gaspiller comment dire le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,2,is
571,"eh bien non parce que nous devons trouver un moyen à partir de là, car nous disons que cela évitera de perdre le chemin pour dire la vérité qu'il y a d'autres choses qui n'ont pas besoin de construire cette vilaine petite maison partout où vous faites des choses sous-marines.",2,ig
572,ben non parce qu'on trouvera un moyen d'ici là soyons positifs et ça évitera de gaspiller comment dire le fait qu'il y a plus d'espace bien sûr construire des bâtiments c'est un peu dégoutant partout où on fait des choses sous l'eau,2,id
573,Et bien non car nous aurons trouvé un moyen d'ici là soyons positifs et évitons le gaspillage comment dire qu'il y a plus d'espace il faut construire des bâtiments un peu gênant partout où l'on fait des choses sous l'eau,2,ga
574,ben non car d'ici là on aura trouvé un moyen on est positif et ça évitera de gâcher comment dire le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où ça se fait sous l'eau,2,it
575,"Bon non, d'ici là on trouvera un moyen, soyons positifs et ça évitera de gâcher le fait qu'il y a plus d'espace, il faudra construire des bâtiments et quoi dans l'eau Partout on est un peu dégoûté",2,ja
576,"Non, parce que nous trouverons un moyen, soyons positifs et ne perdons pas notre chemin en disant qu'il y a plus d'espace pour construire un bâtiment plutôt dégueulasse où l'on fait des choses sous l'eau.",2,jw
577,Et bien non parce qu'alors nous avons trouvé un moyen et soyons positifs et le fait qu'il y ait plus d'espace pour dire comment cela évite de gaspiller le fait qu'il faut construire des bâtiments un peu hideux partout où l'on fait du travail sous-marin.,2,kn
578,"non, parce que soyons positifs alors et évitons de gaspiller comment dire qu'il y a plus d'espace, construisons définitivement des bâtiments, faisons des choses sous l'eau partout.",2,kk
579,"D'accord, parce que nous trouverons un moyen, alors pensons positivement et cela évitera de perdre comment dire la vérité qu'il faut beaucoup d'espace pour construire un petit bâtiment dégoûtant partout où vous faites des choses sous-marines.",2,km
580,"Eh bien, parce que d'ici là, nous aurons trouvé un moyen, et si nous pensons positivement, nous ne perdrons pas une manière de dire qu'il y a plus d'espace. Partout où vous travaillez sous l’eau, vous devez construire des bâtiments plutôt dégoûtants.",2,ko
581,"eh bien non parce qu'alors nous avons trouvé un moyen, soyons positifs et ce sera un peu haineux de perdre le fait que pour dire qu'il y a plus d'espace, il faut construire des bâtiments partout où on fait des choses sous-marines.",2,ku
582,"ben non, parce qu'on trouvera un moyen d'ici là, soyons positifs et comment dire qu'il y a plus d'espace, forcément construire des bâtiments et faire des trucs sous l'eau partout qui sont un peu dégoutants",2,ky
583,Non pas parce que nous trouverons d'ici là un moyen d'être positifs et d'éviter de nous perdre en disant que le fait qu'il y ait plus d'espace est nécessaire pour construire un petit bâtiment laid partout où l'on fait des choses sous l'eau.,2,lo
584,enfin pas parce que nous avons trouvé un moyen d'être positif d'ici là et nous évitons de perdre comment dire cela nous devons construire plus d'espace nous avons besoin de construire des bâtiments un peu moches partout où vous faites des choses sous l'eau,2,la
585,"ben non, parce qu'on aura trouvé un moyen, soyons positifs, et ça évitera les mots redondants de dire qu'il y a plus d'espace, il faut impérativement construire des bâtiments un peu hideux partout où on fait des trucs sous-marins.",2,lv
586,"eh bien non, parce que d'ici là, nous aurons trouvé un moyen, soyons positifs et de cette façon, nous éviterons le gaspillage. Comment savoir qu'il y a plus d'espace, assurez-vous de construire des bâtiments un peu dégoûtants partout où vous faites des trucs sous-marins.",2,lt
587,ben non parce qu'après on a trouvé un moyen soyons positifs et ça évite le gaspillage du fait de dire qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais sous l'eau,2,lb
588,ben non parce que d'ici là on trouvera un moyen d'être positif et ainsi éviter de gaspiller comme dire le fait qu'il y a plus d'espace forcément construire des bâtiments un peu dégoutants partout où tu fais des trucs sous l'eau,2,mk
